Dataset,Model,Imbalance Technique,F1-Score (avg),F1-Score (std),F1-Score (avg:std),Recall (avg),Recall (std),Recall (avg:std),Accuracy (avg),Accuracy (std),Accuracy (avg:std),Macro F1 (avg),Macro F1 (std),Macro F1 (avg:std),Weighted F1 (avg),Weighted F1 (std),Weighted F1 (avg:std)
5s_0.8,Decision Tree,Baseline (none),0.59303,0.11831,5.01257,0.60386,0.14429,4.18509,0.65314,0.08339,7.83253,0.63966,0.088,7.26886,0.65477,0.08029,8.15523
2s_no,Decision Tree,SMOTE,0.59005,0.15914,3.70773,0.58029,0.21202,2.73692,0.7024,0.10962,6.40779,0.66972,0.11411,5.86918,0.69631,0.11148,6.24612
5s_no,Decision Tree,SMOTETomek,0.58876,0.15164,3.88271,0.61552,0.19981,3.08054,0.66993,0.11632,5.75954,0.64306,0.11476,5.60337,0.67221,0.11187,6.00892
3s_0.8,Decision Tree,SMOTE,0.58859,0.17461,3.37091,0.56886,0.20497,2.77527,0.69533,0.114,6.09927,0.66868,0.12386,5.39888,0.68361,0.13881,4.92482
4s_0.5,Decision Tree,TomekLinks,0.58821,0.19494,3.01748,0.60883,0.24726,2.46233,0.68115,0.11833,5.75614,0.65093,0.1308,4.97646,0.67559,0.12345,5.47279
3s_0.8,Decision Tree,Baseline (none),0.58671,0.14549,4.03255,0.57779,0.17298,3.34025,0.67983,0.07293,9.32195,0.65711,0.09009,7.29374,0.67791,0.07496,9.04399
3s_no,Decision Tree,Baseline (none),0.58641,0.16845,3.48115,0.60872,0.21162,2.87648,0.68166,0.07985,8.5368,0.65775,0.10109,6.50666,0.6785,0.0964,7.03839
3s_0.8,Decision Tree,TomekLinks,0.58631,0.13465,4.35444,0.56811,0.1733,3.27816,0.68249,0.09362,7.29009,0.65965,0.09838,6.70508,0.67739,0.10146,6.67632
2s_0.5,Decision Tree,Baseline (none),0.58528,0.1795,3.26062,0.59794,0.22484,2.65938,0.68777,0.09377,7.33492,0.66116,0.11422,5.78832,0.68221,0.10313,6.61518
1s_0.8,Decision Tree,TomekLinks,0.58329,0.15176,3.84355,0.55421,0.17815,3.11091,0.70185,0.07336,9.567,0.66936,0.08981,7.45287,0.69702,0.07411,9.40507
2s_0.8,Decision Tree,SMOTETomek,0.58222,0.12579,4.62854,0.56022,0.16027,3.49559,0.68765,0.06144,11.19186,0.65926,0.07073,9.32119,0.68262,0.0625,10.92285
5s_0.8,Decision Tree,SMOTE,0.58083,0.16113,3.6048,0.58805,0.17185,3.42185,0.64788,0.09025,7.17905,0.62907,0.10683,5.88871,0.6497,0.08736,7.43706
1s_no,Decision Tree,TomekLinks,0.58062,0.11733,4.9485,0.58933,0.1421,4.14728,0.6751,0.0598,11.28954,0.6531,0.07069,9.23899,0.67624,0.06066,11.14805
4s_0.8,Decision Tree,SMOTETomek,0.57983,0.17808,3.25599,0.57645,0.20853,2.76433,0.67686,0.10429,6.49035,0.65376,0.12001,5.44755,0.66826,0.12632,5.29008
4s_no,Decision Tree,Baseline (none),0.57581,0.14403,3.99787,0.58839,0.19017,3.09398,0.66601,0.12132,5.48983,0.64424,0.11937,5.39676,0.66587,0.12433,5.35583
5s_0.5,Decision Tree,Baseline (none),0.57505,0.15803,3.63885,0.59297,0.20209,2.93412,0.66488,0.08901,7.46938,0.64276,0.10204,6.29905,0.66499,0.09442,7.04281
1s_0.5,Decision Tree,SMOTE,0.57466,0.13612,4.22184,0.56768,0.1864,3.0455,0.68441,0.07106,9.63201,0.65653,0.08405,7.81102,0.68105,0.07444,9.14915
1s_0.8,Decision Tree,SMOTE,0.57108,0.17462,3.27049,0.54408,0.21794,2.49645,0.70057,0.08603,8.14308,0.66327,0.10533,6.29694,0.69251,0.09072,7.6339
1s_0.5,Decision Tree,SMOTETomek,0.57011,0.12606,4.5224,0.53409,0.1777,3.00559,0.69511,0.08073,8.61068,0.66227,0.08377,7.90554,0.68658,0.08724,7.86982
2s_0.5,Decision Tree,TomekLinks,0.56863,0.18097,3.14218,0.55735,0.21353,2.61021,0.68704,0.0861,7.97941,0.65545,0.1105,5.93154,0.68062,0.09469,7.18768
1s_no,Decision Tree,Baseline (none),0.56787,0.14899,3.81135,0.56169,0.15409,3.64519,0.67004,0.08703,7.69871,0.64629,0.10071,6.41703,0.67057,0.08816,7.60656
1s_0.8,Decision Tree,Baseline (none),0.56666,0.12424,4.56097,0.51837,0.1631,3.1782,0.6969,0.07684,9.06998,0.66211,0.08062,8.21257,0.68836,0.08067,8.53325
4s_no,Decision Tree,SMOTETomek,0.5664,0.1027,5.51532,0.5826,0.12309,4.73305,0.64798,0.0875,7.40559,0.6266,0.08467,7.40056,0.6513,0.08691,7.49371
1s_0.5,Decision Tree,Baseline (none),0.56582,0.12353,4.58032,0.53877,0.15313,3.5183,0.68571,0.07019,9.76904,0.65482,0.07624,8.58856,0.6806,0.07471,9.1103
4s_no,Decision Tree,TomekLinks,0.56534,0.11556,4.89219,0.58907,0.15595,3.77719,0.65225,0.06492,10.04761,0.62858,0.06992,8.98997,0.6545,0.06163,10.6203
4s_0.5,Decision Tree,Baseline (none),0.56491,0.16059,3.51782,0.55608,0.19406,2.86547,0.66969,0.10494,6.38176,0.64204,0.11021,5.82559,0.66531,0.11023,6.03564
1s_0.8,Decision Tree,SMOTETomek,0.56092,0.1545,3.63067,0.53569,0.18956,2.82595,0.68475,0.08696,7.8746,0.6509,0.09815,6.63167,0.67835,0.09053,7.49347
5s_no,Decision Tree,SMOTE,0.55735,0.15151,3.67877,0.54658,0.16658,3.28114,0.66248,0.09788,6.76858,0.63259,0.10434,6.06276,0.66334,0.10015,6.62339
4s_0.5,Decision Tree,SMOTE,0.55535,0.17731,3.13215,0.5678,0.21462,2.64568,0.65195,0.10956,5.95056,0.62438,0.1211,5.15597,0.64736,0.11638,5.56254
1s_0.5,Decision Tree,TomekLinks,0.55295,0.15162,3.64688,0.52166,0.18342,2.844,0.68227,0.0967,7.05573,0.64887,0.10473,6.19543,0.67394,0.10554,6.38554
2s_0.8,Decision Tree,SMOTE,0.5515,0.16022,3.4422,0.53228,0.20602,2.5836,0.6712,0.08762,7.66,0.63879,0.09899,6.45302,0.66332,0.09316,7.12007
4s_0.8,Decision Tree,SMOTE,0.55076,0.20929,2.63152,0.53761,0.2294,2.34361,0.65534,0.10914,6.00445,0.62767,0.1334,4.70503,0.65291,0.10837,6.02457
4s_0.5,Decision Tree,SMOTETomek,0.54854,0.18084,3.03323,0.52803,0.20523,2.57283,0.66776,0.08907,7.49719,0.63368,0.11035,5.74232,0.66373,0.092,7.21447
1s_no,Decision Tree,SMOTETomek,0.54716,0.16615,3.2932,0.53572,0.19596,2.73379,0.66987,0.07573,8.84589,0.6372,0.09764,6.52613,0.66657,0.07672,8.68806
4s_no,Decision Tree,SMOTE,0.5361,0.16424,3.2642,0.49934,0.16144,3.09308,0.66804,0.07998,8.3523,0.62637,0.09657,6.48611,0.66519,0.07677,8.665
5s_no,Decision Tree,Baseline (none),0.51499,0.19079,2.69927,0.48021,0.20381,2.35616,0.65605,0.10177,6.44656,0.61741,0.12312,5.01473,0.65378,0.10119,6.46067
